"id","name","alternative_name","country_name","is_active"
2096,"Eagle Air Iceland","\N","Iceland","N"
2097,"Eagle Aviation","\N","Uganda","N"
2098,"Eagle Aviation","\N","United Kingdom","N"
2099,"Eagle Aviation France","\N","France","N"
2100,"Eagle International","\N","Senegal","N"
2101,"Eagle Jet Charter","\N","United States","N"
2102,"Eaglemed (Ballard Aviation)","\N","United States","N"
2103,"Earth Airlines Services","\N","Nigeria","N"
2104,"East African","\N","Uganda","Y"
2105,"East African Safari Air","\N","Kenya","N"
2106,"East African Safari Air Express","\N","Kenya","N"
2107,"East Asia Airlines","\N","Macao","N"
2108,"East Coast Airways","\N","South Africa","N"
2109,"East Coast Jets","\N","United States","N"
2110,"East Hampton Aire","\N","United States","N"
2111,"East Kansas City Aviation","\N","United States","N"
2112,"East Midlands Helicopters","\N","United Kingdom","N"
2113,"East Star Airlines","\N","China","N"
2114,"East-West Airlines","\N","Australia","N"
2115,"Eastern Air","\N","Zambia","N"
2116,"Eastern Air Executive","\N","United Kingdom","N"
2117,"Eastern Airways","\N","United Kingdom","Y"
2118,"Eastern Australia Airlines","\N","Australia","N"
2119,"Eastern Carolina Aviation","\N","United States","N"
2120,"Eastern Executive Air Charter","\N","United Kingdom","N"
2121,"Eastern Express","\N","Kazakhstan","N"
2122,"Eastern Metro Express","\N","United States","N"
2123,"Eastern Pacific Aviation","\N","Canada","N"
2124,"Eastern Sky Jets","\N","United Arab Emirates","N"
2125,"Eastland Air","\N","Australia","Y"
2126,"Eastwind Airlines","\N","United States","N"
2127,"Easy Link Aviation Services","\N","Nigeria","N"
2128,"Eckles Aircraft","\N","United States","N"
2129,"Eclipse Aviation","\N","United States","N"
2130,"Eco Air","\N","Nigeria","N"
2131,"Ecoair","\N","Algeria","N"
2132,"Ecomex Air Cargo","\N","Angola","N"
2133,"Ecotour","\N","Mexico","N"
2134,"Ecoturistica de Xcalak","\N","Mexico","N"
2135,"Ecuatoguineana De Aviacion (EGA)","\N","Equatorial Guinea","N"
2136,"Ecuatorial Cargo","\N","Equatorial Guinea","N"
2137,"Ecuavia","\N","Ecuador","Y"
2138,"Edelweiss Air","\N","Switzerland","Y"
2139,"Edgartown Air","\N","United States","N"
2140,"Edinburgh Air Charter","\N","United Kingdom","N"
2141,"Edwards Jet Center of Montana","\N","United States","N"
2142,"Efata Papua Airlines","\N","Indonesia","N"
2143,"Egyptair","\N","Egypt","Y"
2144,"Egyptair Cargo","\N","Egypt","N"
2145,"Egyptian Air Force","\N","Egypt","N"
2146,"Egyptian Aviation","\N","Egypt","N"
2147,"Egyptian Aviation Company","\N","Egypt","N"
2148,"Ei Air Exports","\N","Ireland","N"
2149,"Eirjet","\N","Ireland","N"
2150,"El Al Israel Airlines","\N","Israel","Y"
2151,"El Caminante Taxi Aereo","\N","Mexico","N"
2152,"El Quilada International Aviation","\N","Sudan","N"
2153,"El Sal Air","\N","El Salvador","N"
2154,"El Sol De America","\N","Venezuela","N"
2155,"El-Buraq Air Transport","\N","Libya","Y"
2156,"Elan Express","\N","United States","N"
2157,"Elbe Air Transport","\N","Germany","N"
2158,"Elbrus-Avia Air Enterprise","\N","Russia","N"
2159,"Eldinder Aviation","\N","Sudan","N"
2160,"Elicar","\N","Italy","N"
2161,"Elidolomiti","\N","Italy","N"
2162,"Elieuro","\N","Italy","N"
2163,"Elifriulia","\N","Italy","N"
2164,"Elilario Italia","\N","Italy","N"
2165,"Elilombarda","\N","Italy","N"
2166,"Elimediterranea","\N","Italy","N"
2167,"Elios","\N","Italy","N"
2168,"Elipiu'","\N","Italy","N"
2169,"Elisra Airlines","\N","Sudan","N"
2170,"Elite Air","\N","Togo","N"
2171,"Elite Jets","\N","United Arab Emirates","N"
2172,"Elitellina","\N","Italy","N"
2173,"Elliott Aviation","\N","United States","N"
2174,"Elmagal Aviation Services","\N","Sudan","N"
2175,"Elrom Aviation and Investments","\N","Israel","N"
2176,"Embassy Airlines","\N","Nigeria","N"
2177,"Embassy Freight Company","\N","United States","N"
2178,"Empresa Brasileira De Aeronautica","\N","Brazil","N"
2179,"Embry-Riddle Aeronautical University","\N","United States","N"
2180,"Emerald Airways","\N","United Kingdom","N"
2181,"Emery Worldwide Airlines","\N","United States","N"
2182,"Emetebe","\N","Ecuador","N"
2183,"Emirates","Emirates Airlines","United Arab Emirates","Y"
2184,"Emoyeni Air Charter","\N","South Africa","N"
2185,"Empire Air Service","\N","United States","N"
2186,"Empire Airlines","\N","United States","N"
2187,"Empire Aviation Services","\N","Nigeria","N"
2188,"Empire Test Pilots' School","\N","United Kingdom","N"
2189,"Empresa (Aero Uruguay)","\N","UNIFORM OSCAR","N"
2190,"Empresa Aero-Servicios Parrague","\N","Chile","N"
2191,"Empresa Aerocaribbean","\N","Cuba","N"
2192,"Empresa Aviacion Interamericana","\N","Uruguay","N"
2193,"Empresa Ecuatoriana De Aviacion","\N","Ecuador","Y"
2194,"Empresa Nacional De Servicios Aereos","\N","Cuba","N"
2195,"Empresa Venezolana","\N","Venezuela","N"
2196,"Empresa de Aviacion Aerogaviota","\N","Cuba","N"
2197,"Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero","\N","Brazil","N"
2198,"Endecots","\N","Ecuador","N"
2199,"Enimex","\N","Estonia","N"
2200,"Enkor JSC","\N","Russia]]","N"
2201,"Enrique Gleisner Vivanco","\N","Chile","N"
2202,"Ensenada Vuelos Especiales","\N","Mexico","N"
2203,"Entergy Services","\N","United States","N"
2204,"Enterprise World Airways","\N","Democratic Republic of the Congo","N"
2205,"Eos Airlines","\N","United States","N"
2206,"Equaflight Service","\N","Republic of the Congo","N"
2207,"Equatair Air Services (Zambia)","\N","Zambia","N"
2208,"Equatorial Airlines","\N","Equatorial Guinea","N"
2209,"Era Helicopters","\N","United States","N"
2210,"Eram Air","\N","Iran","N"
2211,"Erfoto","\N","Portugal","N"
2212,"Erie Airways","\N","United States","N"
2213,"Eritrean Airlines","\N","Eritrea","Y"
2214,"Escuela De Pilotos Are Aviacion","\N","Spain","N"
2215,"Espace Aviation Services","\N","Democratic Republic of the Congo","N"
2216,"Esso Resources Canada","\N","Canada","N"
2217,"Estafeta Carga Aerea","\N","Mexico","N"
2218,"Estonian Air","\N","Estonia","Y"
2219,"Estrellas Del Aire","\N","Mexico","N"
2220,"Ethiopian Airlines","\N","Ethiopia","Y"
2221,"Eti 2000","\N","Italy","N"
2222,"Etihad Airways","\N","United Arab Emirates","Y"
2223,"Etram Air Wing","\N","Angola","N"
2224,"Euraviation","\N","Italy","N"
2225,"Euro Continental AIE","\N","Spain","N"
2226,"Euro Exec Express","\N","Sweden","Y"
2227,"Euro Sun","\N","Turkey","N"
2228,"Euro-Asia Air","\N","Kazakhstan","N"
2229,"Euro-Asia Air International","\N","Kazakhstan","N"
2230,"EuroAtlantic Airways","\N","Portugal","N"
2231,"EuroJet Aviation","\N","United Kingdom","N"
2232,"Euroair","\N","Greece","N"
2233,"Euroamerican Air","\N","Uruguay","N"
2234,"Euroceltic Airways","\N","United Kingdom","N"
2235,"Eurocontrol","\N","Belgium","N"
2236,"Eurocopter","\N","France","N"
2237,"Eurocypria Airlines","\N","Cyprus","Y"
2238,"Eurofly","\N","Italy","N"
2239,"Eurofly Service","\N","Italy","Y"
2240,"Euroguineana de Aviacion","\N","Equatorial Guinea","N"
2241,"Eurojet Italia","\N","Italy","N"
2242,"Eurojet Limited","\N","Malta","N"
2243,"Eurojet Romania","\N","Romania","N"
2244,"Eurojet Servis","\N","Czech Republic","N"
2245,"Eurolot","\N","Poland","Y"
2246,"Euromanx Airways","\N","Austria","N"
2247,"Europe Air Lines","\N","France","N"
2248,"Europe Airpost","\N","France","N"
2249,"European 2000 Airlines","\N","Malta","N"
2250,"European Aeronautical Group UK","\N","United Kingdom","N"
2251,"European Air Express","\N","Germany","Y"
2252,"European Air Transport","\N","Belgium","N"
2253,"European Aviation Air Charter","\N","United Kingdom","N"
2254,"European Business Jets","\N","United Kingdom","N"
2255,"European Coastal Airlines","\N","Croatia","N"
2256,"European Executive","\N","United Kingdom","N"
2257,"European Executive Express","\N","Sweden","N"
2258,"Eurosense","\N","Bulgaria","N"
2259,"Euroskylink","\N","United Kingdom","N"
2260,"Eurowings","\N","Germany","Y"
2261,"Evergreen International Airlines","\N","United States","Y"
2262,"Everts Air Alaska/Everts Air Cargo","\N","United States","N"
2263,"Examiner Training Agency","\N","United Kingdom","N"
2264,"Excel Airways","\N","United Kingdom","Y"
2265,"Excel Charter","\N","United Kingdom","Y"
2266,"Excellent Air","\N","Germany","N"
2267,"Execair Aviation","\N","Canada","N"
2268,"Execujet Charter","\N","Switzerland","N"
2269,"Execujet Middle East","\N","United Arab Emirates","N"
2270,"Execujet Scandinavia","\N","Denmark","N"
2271,"Executive Aerospace","\N","South Africa","N"
2272,"Executive Air","\N","Zimbabwe","N"
2273,"Executive Air Charter","\N","United States","N"
2274,"Executive Air Fleet","\N","United States","N"
2275,"Executive Aircraft Charter and Charter Services","\N","Ireland","N"
2276,"Executive Aircraft Services","\N","United Kingdom","N"
2277,"Executive Airlines","\N","United States","N"
2278,"Executive Airlines","\N","Spain","N"
2279,"Executive Aviation Services","\N","United Kingdom","N"
2280,"Executive Flight","\N","United States","N"
2281,"Executive Flight Operations Ontario Government","\N","Canada","N"
2282,"Executive Jet Charter","\N","United Kingdom","N"
2283,"Executive Jet Management","\N","United States","N"
2284,"Executive Turbine Aviation","\N","South Africa","N"
2285,"Eximflight","\N","Mexico","N"
2286,"Exin","\N","Poland","N"
2287,"Expertos En Carga","\N","Mexico","N"
2288,"Expo Aviation","\N","Sri Lanka","N"
2289,"Express Air","\N","United States","N"
2290,"Express International Cargo","\N","S","N"
2291,"Express Line Aircompany","\N","United States","N"
2292,"Express Net Airlines","\N","United States","N"
2293,"Express One International","\N","United States","Y"
2294,"Express Tours","\N","Canada","N"
2295,"ExpressJet","\N","United States","Y"
2296,"Exxavia Limited","\N","Ireland","N"
2297,"easyJet","EasyJet Airline","United Kingdom","Y"
2298,"NetJets","\N","United States","N"
2299,"F.S. Air Service","\N","United States","N"
2300,"FAI Airservice","\N","Germany","N"
2301,"FINFO Flight Inspection Aircraft","\N","United States","N"
2302,"FLM Aviation Mohrdieck","\N","Germany","N"
2303,"FLTPLAN","\N","United States","N"
2304,"FLowair Aviation","\N","France","N"
2305,"FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt","\N","Germany","N"
2306,"FR Aviation","\N","United Kingdom","N"
2307,"FSB Flugservice & Development","\N","Germany","N"
2308,"FSH Luftfahrtunternehmen","\N","Germany","N"
2309,"Fab Air","\N","Kyrgyzstan","N"
2310,"Facts Air","\N","Mexico","N"
2311,"Fair Aviation","\N","South Africa","N"
2312,"Fair Wind Air Charter","\N","United Arab Emirates","N"
2313,"Fairlines","\N","Netherlands","N"
2314,"Fairoaks Flight Centre","\N","United Kingdom","N"
2315,"Fairways Corporation","\N","United States","N"
2316,"Falcon Air","\N","Sweden","N"
2317,"Falcon Air","\N","Slovenia","N"
2318,"Falcon Air Express","\N","United States","N"
2319,"Falcon Airline","\N","Nigeria","N"
2320,"Falcon Aviation","\N","Sweden","N"
2321,"Falcon Aviation Services","\N","United Arab Emirates","N"
2322,"Falcon Jet Centre","\N","United Kingdom","N"
2323,"Falwell Aviation","\N","United States","N"
2324,"Far Eastern Air Transport","\N","Taiwan","Y"
2325,"Farmingdale State University","\N","United States","N"
2326,"Farnair Hungary","\N","Hungary","N"
2327,"Farnair Netherlands","\N","Netherlands","N"
2328,"Farnair Switzerland","\N","Switzerland","N"
2329,"Farnas Aviation Services","\N","Sudan","N"
2330,"Faroecopter","\N","Denmark","N"
2331,"Faroejet","\N","Faroe Islands","N"
2332,"Farwest Airlines","\N","United States","N"
2333,"Faso Airways","\N","Burkina Faso","N"
2334,"Fast Helicopters","\N","United Kingdom","N"
2335,"Fayban Air Services","\N","Nigeria","N"
2336,"Fayetteville Flying Service and Scheduled Skyways System","\N","United States","N"
2337,"Federal Air","\N","South Africa","N"
2338,"Federal Airlines","\N","Sweden","N"
2339,"Federal Armed Forces","\N","Germany","N"
2340,"Federal Armored Service","\N","United States","N"
2341,"Federal Aviation Administration","\N","United States","N"
2342,"Federal Express","\N","United States","N"
2343,"Feniks Airline","\N","Kazakhstan","N"
2344,"Feria Aviacion","\N","Spain","N"
2345,"Fika Salaama Airlines","\N","Uganda","N"
2346,"Finalair Congo","\N","Republic of the Congo","N"
2347,"Financial Airxpress","\N","United States","N"
2348,"Fine Airlines","\N","United States","N"
2349,"Finist'air","\N","France","N"
2350,"Finnair","\N","Finland","Y"
2351,"Finncomm Airlines","\N","Finland","Y"
2352,"Finnish Air Force","\N","Finland","N"
2353,"Firefly","\N","Malaysia","Y"
2354,"First Air","\N","Canada","Y"
2355,"First Air Transport","\N","Japan","N"
2356,"First Cambodia Airlines","\N","Cambodia","N"
2357,"First Choice Airways","\N","United Kingdom","Y"
2358,"First City Air","\N","United Kingdom","N"
2359,"First Flying Squadron","\N","United States","N"
2360,"First Line Air","\N","Sierra Leone","N"
2361,"First Sabre","\N","Mexico","N"
2362,"Fischer Air","\N","Czech Republic","N"
2363,"Fischer Air Polska","\N","Poland","N"
2364,"Flagship Express Services","\N","United States","N"
2365,"Flair Airlines","\N","Canada","N"
2366,"Flamenco Airways","\N","United States","N"
2367,"Flamingo Air","\N","United States","N"
2368,"Flamingo Air-Line","\N","Kazakhstan","N"
2369,"Flash Airlines","\N","Egypt","N"
2370,"Fleet Requirements Air Direction Unit","\N","United Kingdom","N"
2371,"Fleetair","\N","South Africa","N"
2372,"Flexair","\N","Netherlands","N"
2373,"Flexflight","\N","Denmark","N"
2374,"Flight Alaska","\N","United States","N"
2375,"Flight Calibration Service","\N","Germany","N"
2376,"Flight Centre Victoria","\N","Canada","N"
2377,"Flight Corporation","\N","New Zealand","N"
2378,"Flight Dispatch Services","\N","Poland","N"
2379,"Flight Express","\N","United States","N"
2380,"Flight Inspection Center of the General Administration of Civil Aviation in China","\N","China","N"
2381,"Flight Inspections and Systems","\N","Russia","N"
2382,"Flight International","\N","United States","N"
2383,"Flight Line","\N","United States","N"
2977,"JS Air","\N","Pakistan","N"
2384,"Flight Ops International","\N","United States","N"
2385,"Flight Options","\N","United States","N"
2386,"Flight Precision Limited","\N","United Kingdom","N"
2387,"Flight Safety Limited","\N","United Kingdom","N"
2388,"Flight Support Sweden","\N","Sweden","N"
2389,"Flight Trac","\N","United States","N"
2390,"Flight Training Europe","\N","Spain","N"
2391,"Flight West Airlines","\N","Australia","N"
2392,"Flight-Ops International","\N","Canada","N"
2393,"Flightcraft","\N","United States","N"
2394,"Flightexec","\N","Canada","N"
2395,"Flightline","\N","United Kingdom","Y"
2396,"Flightpass Limited","\N","United Kingdom","N"
2397,"Flightstar Corporation","\N","United States","N"
2398,"Flightworks","\N","United States","N"
2399,"Flint Aviation Services","\N","United States","N"
2400,"Florida Air","\N","United States","N"
2401,"Florida Coastal Airlines","\N","United States","N"
2402,"Florida Department of Agriculture","\N","United States","N"
2403,"Florida Jet Service","\N","United States","N"
2404,"Florida West International Airways","\N","United States","Y"
2405,"Flugdienst Fehlhaber","\N","Germany","N"
2406,"Flugschule Basel","\N","Switzerland","N"
2407,"Flugschule Eichenberger","\N","Switzerland","N"
2408,"Flugwerkzeuge Aviation Software","\N","Austria","N"
2409,"Fly Air","\N","Turkey","N"
2410,"Fly CI Limited","\N","United Kingdom","N"
2411,"Fly Europa Limited","\N","United Kingdom","N"
2412,"Fly Excellent","\N","Sweden","N"
2413,"Fly International Airways","\N","Tunisia","N"
2414,"Fly Line","\N","Spain","N"
2415,"Fly Me Sweden","\N","Sweden","N"
2416,"Fly Wex","\N","Italy","N"
2417,"AirAsia X","FlyAsianXpress","Malaysia","Y"
2418,"FlyLal","\N","Lithuania","Y"
2419,"FlyNordic","\N","Sweden","Y"
2420,"Flybaboo","\N","Switzerland","Y"
2421,"Flybe","\N","United Kingdom","Y"
2422,"Flycolumbia","\N","Spain","N"
2423,"Flycom","\N","Slovenia","N"
2424,"Flygaktiebolaget Gota Vingar","\N","Sweden","N"
2425,"Flyglobespan","\N","United Kingdom","Y"
2426,"Flygprestanda","\N","Sweden","N"
2427,"Flygtransporter I Nykoping","\N","Sweden","N"
2428,"Flyguppdraget Backamo","\N","Sweden","N"
2429,"Flyhy Cargo Airlines","\N","Thailand","Y"
2430,"Flying Carpet Company","\N","Lebanon","N"
2431,"Flying Service","\N","Belgium","N"
2432,"Flying-Research Aerogeophysical Center","\N","Russia","N"
2433,"Flylink Express","\N","Spain","N"
2434,"Flyteam Aviation","\N","United Kingdom","N"
2435,"Focus Air","\N","United States","N"
2436,"Fokker","\N","Netherlands","N"
2437,"Fonnafly","\N","Norway","N"
2438,"Ford Motor Company","\N","United Kingdom","N"
2439,"Formosa Airlines","\N","Taiwan","Y"
2440,"Formula One Management","\N","United Kingdom","N"
2441,"Forth and Clyde Helicopter Services","\N","United Kingdom","N"
2442,"Fortunair Canada","\N","Canada","N"
2443,"Forward Air International Airlines","\N","United States","N"
2444,"Foster Aviation","\N","United States","N"
2445,"Foster Yeoman","\N","United Kingdom","N"
2446,"Fotografia F3","\N","Spain","N"
2447,"Four Island Air","\N","Antigua and Barbuda","N"
2448,"Four Star Aviation / Four Star Cargo","\N","United States","N"
2449,"Four Winds Aviation","\N","United States","N"
2450,"Foxair","\N","Italy","N"
2451,"France Douanes","\N","France","N"
2452,"Free Bird Airlines","\N","Turkey","N"
2453,"Freedom Air","\N","New Zealand","N"
2454,"Freedom Air","\N","United States","Y"
2455,"Freedom Air Services","\N","Nigeria","N"
2456,"Freedom Airlines","\N","United States","Y"
2457,"Freedom Airways","\N","Cyprus","N"
2458,"Freeway Air","\N","Netherlands","N"
2459,"Freight Runners Express","\N","United States","N"
2460,"Force Aerienne Francaise","\N","France","N"
2461,"Aviation Legere De L'Armee De Terre","\N","France","N"
2462,"France Marine Nationale","\N","France","N"
2463,"Fresh Air","\N","Nigeria","N"
